age,monthly_income,tenure_months,num_logins_last_month,avg_session_time,support_tickets,account_balance,last_payment_amount,gender_Female,gender_Male,gender_Other,subscription_type_Basic,subscription_type_Enterprise,subscription_type_Premium,region_East,region_North,region_South,region_West,payment_method_Credit Card,payment_method_Debit Card,payment_method_PayPal,payment_method_Transfer,is_active_No,is_active_Yes,preferred_device_Desktop,preferred_device_Mobile,preferred_device_Tablet,churn
-0.5337807347808586,0.0,0.4787514534329449,1.8197762434521607,-1.62728696675391,-1.462108453260339,1.1540059197826806,1.7942731010326058,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1
1.1795843339919458,1.8731150967937273,-0.39543559938564754,-0.5794936605131566,-0.5345918806105191,0.7533192753022233,0.6966405751587554,0.6690098446891097,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1
0.0,0.4073929317514473,0.6827284324239498,-1.3792502951682624,-0.404769247224057,-0.7236325437394849,-0.16915080142284084,-0.5047368101943133,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0
1.6364816856646938,-0.01069344627721706,-0.4245751678129339,-1.3792502951682624,-0.2915300790562544,-0.7236325437394849,-1.503631712712255,1.7942731010326058,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
0.20867746168735662,-1.2692649968889471,1.1198219588332459,-0.1796153431856037,0.38353922411635755,0.7533192753022233,0.4686622738464266,-0.5796588398141095,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
0.5513504754419175,1.2086578838930018,1.265519800969678,-0.5794936605131566,-1.5738896484625073,0.014843365781369173,0.47009419797355695,-0.37342529455005186,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
0.09445312376916966,-0.10916829694964013,-1.561018336477104,-0.5794936605131566,1.1435480547660983,-0.7236325437394849,0.6240929210695859,1.0379979981876382,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
0.608462644401011,-0.6186666820535416,1.2363802325423916,-1.7791286124958152,-0.5900539332934891,0.7533192753022233,-1.4253699825197295,0.746628906334954,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
1.065359996073759,0.31818774015741935,-0.8908082626495165,-0.9793719778407095,-1.7772203607803303,-0.7236325437394849,0.3028877048664211,-0.9077423982075356,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0
-0.3624442279035782,1.1481753451994994,0.012518358596362262,-0.37955450184938017,-0.25007158645871047,0.014843365781369173,-0.39678735408241816,0.8116075164183403,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
-0.5337807347808586,-0.03220077293893702,-0.24973775724921546,0.8200804501332786,-0.7292017395776527,0.014843365781369173,1.6239026389546873,-0.3977625981419106,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1
-0.6480050726990456,1.0014231096111788,1.2363802325423916,1.8197762434521607,-0.9259325635661052,0.7533192753022233,1.0791249429299175,1.1167841145090933,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
0.15156529272826313,-0.4692687693405985,0.5661701587148041,-0.5794936605131566,-0.8380837797283059,0.7533192753022233,0.3995963837441645,1.737575648554425,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0
0.0,-1.3367451982353644,1.5860550536698286,-0.37955450184938017,0.25862161138139556,-1.462108453260339,0.8945718789560395,0.6054170234796694,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1
-0.019771214149017308,-0.5204123506720156,0.04165792702364868,-1.7791286124958152,0.35486750326020644,0.7533192753022233,-0.5146953903075081,-0.9761639670260163,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1
1.4651451787874132,-0.9407909416266076,1.3820780746788237,1.020019608797055,0.6819542543351561,2.230271094343932,0.07758699362076299,-0.11583765041661286,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
1.065359996073759,-1.6971010768132253,1.5277759168152558,-1.7791286124958152,-0.0018135447394586775,0.7533192753022233,-0.27821040862701973,0.7514412134741734,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
-1.1049024243717935,-1.7571766245760765,1.5860550536698286,1.4198979261246079,0.35726676340897423,0.014843365781369173,-0.7653537928851787,-0.034150232612761844,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
-0.19110772102629775,-0.8020894920612908,-0.7742499889403709,1.2199587674608314,-0.08944574714833681,-1.462108453260339,-1.2395775908004534,-0.47535582652025543,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
-1.4475754381263544,0.401337894144583,1.5860550536698286,0.020323815478172746,1.8513087346145565,0.014843365781369173,-0.28518400896920126,-0.08258704999580119,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
-0.5908929037399522,1.8731150967937273,1.0906823904059595,1.6198370847883843,0.6206875595535203,-1.462108453260339,-1.2795100237189956,-0.9422756346802553,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1
-0.933565917494513,0.16645223896560402,0.07079749545093508,-0.5794936605131566,1.8513087346145565,0.014843365781369173,1.4938254270991957,-0.2901995823167891,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1
-0.4195563968626717,-0.4015673183923887,0.07079749545093508,0.020323815478172746,0.974311262658856,1.4917951848230775,0.08217484361067152,1.7567767596522461,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
-1.618911945003635,-1.8887526815838096,1.5860550536698286,-0.1796153431856037,1.8513087346145565,0.014843365781369173,-0.6383492984678376,0.48649513674234923,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1
1.6364816856646938,-1.0829412822653166,-1.4735996311952448,-1.3792502951682624,1.0726447595034885,0.014843365781369173,1.8141696178739164,1.7942731010326058,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1
-1.618911945003635,-1.3282013062633722,-1.4735996311952448,-1.5791894538320388,0.9330409500181475,-0.7236325437394849,1.8141696178739164,-0.8072627234834789,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
-0.8764537485354196,0.060283823728699566,1.1198219588332459,-0.7794328191769331,-1.1106637545738205,-0.7236325437394849,0.6647477802088292,-0.09975826116148631,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0
0.4371261375237306,0.9324725934600602,-0.045760778258210566,-1.5791894538320388,1.7192006750646034,0.014843365781369173,-0.40017405967133857,-0.2194184169510603,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
0.494238306482824,-1.6197259873727983,-0.01662120983092415,-0.5794936605131566,-1.3546899669024006,2.230271094343932,-0.5405460410983203,-1.0701064674123073,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1
0.037340954810076175,0.2050009004423919,0.44961188500565846,-1.179311136504486,-1.7772203607803303,-0.7236325437394849,-0.7266532532432589,0.49334413503480107,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1
1.5793695167056003,-0.4608512687105518,1.4403572115333965,-1.179311136504486,0.6808979447994664,-0.7236325437394849,1.6391511301052324,1.00120224993683,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0
-1.5617997760445415,-1.4298994465072628,0.15821620073279433,-0.7794328191769331,-0.35343823996919654,0.014843365781369173,-0.030140408031407207,-0.8633058487149532,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
0.09445312376916966,0.6120493280394461,0.5661701587148041,-0.5794936605131566,-0.3830812256894185,0.014843365781369173,-0.1780585909067383,0.47763569745755285,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0
1.5793695167056003,1.8731150967937273,-0.715970852085798,1.4198979261246079,1.667785778704927,2.230271094343932,1.5082294312015774,-0.08371332422672732,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1
-1.1049024243717935,1.5843151774198467,0.770147137705809,-0.1796153431856037,-0.6238231302251438,0.7533192753022233,-0.2916468182172559,-0.3160245620704846,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
-0.3624442279035782,-0.8933432752570746,1.0032636851241004,0.8200804501332786,0.17574261244367947,-1.462108453260339,1.3480136362364907,-0.5099720867776508,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1
